id,gene,n1,n2,n3,n4,descrizione1,descrizione2
834,p6@IL8,3576,6025,,CXCL8,C-X-C motif chemokine ligand 8,gene with protein product
835,p13@IL8,3576,6025,,CXCL8,C-X-C motif chemokine ligand 8,gene with protein product
836,p3@IL8,3576,6025,,CXCL8,C-X-C motif chemokine ligand 8,gene with protein product
837,p2@IL8,3576,6025,,CXCL8,C-X-C motif chemokine ligand 8,gene with protein product
838,p7@IL8,3576,6025,,CXCL8,C-X-C motif chemokine ligand 8,gene with protein product
839,p11@IL8,3576,6025,,CXCL8,C-X-C motif chemokine ligand 8,gene with protein product
840,p12@IL8,3576,6025,,CXCL8,C-X-C motif chemokine ligand 8,gene with protein product
841,p10@IL8,3576,6025,,CXCL8,C-X-C motif chemokine ligand 8,gene with protein product
842,p8@IL8,3576,6025,,CXCL8,C-X-C motif chemokine ligand 8,gene with protein product
843,p1@SPP1,6696,11255,D6R9C5,SPP1,secreted phosphoprotein 1,gene with protein product
844,p3@SPP1,6696,11255,,SPP1,secreted phosphoprotein 1,gene with protein product
845,p4@SPP1,6696,11255,,SPP1,secreted phosphoprotein 1,gene with protein product
846,p5@SPP1,6696,11255,F2YBS5,SPP1,secreted phosphoprotein 1,gene with protein product
847,p2@SPP1,6696,11255,F2YBS5,SPP1,secreted phosphoprotein 1,gene with protein product
848,p6@SPP1,6696,11255,F2YBS4,SPP1,secreted phosphoprotein 1,gene with protein product
849,p3@ABCG2,9429,74,Q9UNQ0,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),gene with protein product
850,p6@ABCG2,9429,74,Q9UNQ0,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),gene with protein product
851,p9@ABCG2,9429,74,Q9UNQ0,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),gene with protein product
852,p4@ABCG2,9429,74,,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),gene with protein product
853,p2@ABCG2,9429,74,,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),gene with protein product
854,p7@ABCG2,9429,74,,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),gene with protein product
855,p1@ABCG2,9429,74,Q9UNQ0,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),gene with protein product
856,p16@ABCG2,9429,74,Q9UNQ0,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),gene with protein product
857,p19@ABCG2,9429,74,Q9UNQ0,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),gene with protein product
858,p8@ABCG2,9429,74,Q9UNQ0,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),gene with protein product
859,p5@ABCG2,9429,74,Q9UNQ0,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),gene with protein product
860,p25@ABCG2,9429,74,,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),gene with protein product
861,p12@ABCG2,9429,74,,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),gene with protein product
862,p21@ABCG2,9429,74,,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),gene with protein product
863,p20@ABCG2,9429,74,,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),gene with protein product
864,p10@ABCG2,9429,74,,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),gene with protein product
865,p1@TERT,7015,11730,O14746,TERT,telomerase reverse transcriptase,gene with protein product
866,p1@MIR146A,406938,31533,,MIR146A,microRNA 146a,"RNA, micro"
867,p2@FGFR4,2264,3691,P22455,FGFR4,fibroblast growth factor receptor 4,gene with protein product
868,p1@FGFR4,2264,3691,"P22455,E7EWF4,D6RJD4,D6RG06,G3JVM2",FGFR4,fibroblast growth factor receptor 4,gene with protein product
869,p3@FGFR4,2264,3691,"G3JVM2,P22455",FGFR4,fibroblast growth factor receptor 4,gene with protein product
870,p18@FGFR4,2264,3691,D6R9V0,FGFR4,fibroblast growth factor receptor 4,gene with protein product
871,p5@FGFR4,2264,3691,D6R9V0,FGFR4,fibroblast growth factor receptor 4,gene with protein product
872,p4@FGFR4,2264,3691,D6R9V0,FGFR4,fibroblast growth factor receptor 4,gene with protein product
873,p7@FGFR4,2264,3691,D6R9V0,FGFR4,fibroblast growth factor receptor 4,gene with protein product
874,p19@FGFR4,2264,3691,Q96KE5,FGFR4,fibroblast growth factor receptor 4,gene with protein product
875,p8@PRLR,5618,9446,,PRLR,prolactin receptor,gene with protein product
876,p20@PRLR,5618,9446,"P16471,Q8TD76",PRLR,prolactin receptor,gene with protein product
877,p26@PRLR,5618,9446,"P16471,Q8TD76",PRLR,prolactin receptor,gene with protein product
878,p7@PRLR,5618,9446,"P16471,Q8TD76",PRLR,prolactin receptor,gene with protein product
879,p5@PRLR,5618,9446,"P16471,Q8TD76",PRLR,prolactin receptor,gene with protein product
880,p27@PRLR,5618,9446,"P16471,Q8TD76",PRLR,prolactin receptor,gene with protein product
881,p12@PRLR,5618,9446,"P16471,Q8TD76",PRLR,prolactin receptor,gene with protein product
882,p6@PRLR,5618,9446,D6RD41,PRLR,prolactin receptor,gene with protein product
883,p22@PRLR,5618,9446,D6RD41,PRLR,prolactin receptor,gene with protein product
884,p3@PRLR,5618,9446,D6RD41,PRLR,prolactin receptor,gene with protein product
885,p4@PRLR,5618,9446,D6R9V7,PRLR,prolactin receptor,gene with protein product
886,p15@PRLR,5618,9446,D6RJC8,PRLR,prolactin receptor,gene with protein product
887,p1@PRLR,5618,9446,D6RAN9,PRLR,prolactin receptor,gene with protein product
888,p2@PRLR,5618,9446,D6RAN9,PRLR,prolactin receptor,gene with protein product
889,p13@PRLR,5618,9446,P16471,PRLR,prolactin receptor,gene with protein product
890,p17@PRLR,5618,9446,,PRLR,prolactin receptor,gene with protein product
891,p19@PRLR,5618,9446,P16471,PRLR,prolactin receptor,gene with protein product
892,p4@SKP2,6502,10901,,SKP2,S-phase kinase associated protein 2,gene with protein product
893,p2@SKP2,6502,10901,"Q13309,C9JN85",SKP2,S-phase kinase associated protein 2,gene with protein product
894,p1@SKP2,6502,10901,"D6RAG5,D6RF40,D6R9R7,B4DJT4,Q13309",SKP2,S-phase kinase associated protein 2,gene with protein product
895,p3@SKP2,6502,10901,D6RF40,SKP2,S-phase kinase associated protein 2,gene with protein product
896,p1@FOXO3,2309,3821,O43524,FOXO3,forkhead box O3,gene with protein product
897,p3@FOXO3,2309,3821,O43524,FOXO3,forkhead box O3,gene with protein product
898,p6@FOXO3,2309,3821,O43524,FOXO3,forkhead box O3,gene with protein product
899,p2@FOXO3,2309,3821,O43524,FOXO3,forkhead box O3,gene with protein product
900,p10@FOXO3,2309,3821,O43524,FOXO3,forkhead box O3,gene with protein product
901,p4@FOXO3,2309,3821,O43524,FOXO3,forkhead box O3,gene with protein product
902,p8@FOXO3,2309,3821,F5H7C9,FOXO3,forkhead box O3,gene with protein product
903,p7@FOXO3,2309,3821,"B4DVZ6,Q68DV3",FOXO3,forkhead box O3,gene with protein product
904,p11@FOXO3,2309,3821,"B4DVZ6,Q68DV3",FOXO3,forkhead box O3,gene with protein product
905,p8@ESR1,2099,3467,,ESR1,estrogen receptor 1,gene with protein product
906,p12@ESR1,2099,3467,,ESR1,estrogen receptor 1,gene with protein product
907,p7@ESR1,2099,3467,"Q5T5H8,P03372",ESR1,estrogen receptor 1,gene with protein product
908,p1@ESR1,2099,3467,"Q5T5H8,P03372",ESR1,estrogen receptor 1,gene with protein product
909,p6@ESR1,2099,3467,"Q5T5H8,P03372",ESR1,estrogen receptor 1,gene with protein product
910,p22@ESR1,2099,3467,"E7EVR3,P03372",ESR1,estrogen receptor 1,gene with protein product
911,p3@ESR1,2099,3467,"E7EVR3,P03372",ESR1,estrogen receptor 1,gene with protein product
912,p4@ESR1,2099,3467,"E7EVR3,P03372",ESR1,estrogen receptor 1,gene with protein product
913,p10@ESR1,2099,3467,Q9UE35,ESR1,estrogen receptor 1,gene with protein product
914,p14@ESR1,2099,3467,Q9UE35,ESR1,estrogen receptor 1,gene with protein product
915,p23@ESR1,2099,3467,"P03372,Q9UBT1",ESR1,estrogen receptor 1,gene with protein product
916,p24@ESR1,2099,3467,P03372,ESR1,estrogen receptor 1,gene with protein product
917,p25@ESR1,2099,3467,P03372,ESR1,estrogen receptor 1,gene with protein product
918,p26@ESR1,2099,3467,P03372,ESR1,estrogen receptor 1,gene with protein product
919,p5@ESR1,2099,3467,"Q9H2M1,P03372",ESR1,estrogen receptor 1,gene with protein product
920,p2@ESR1,2099,3467,"Q9H2M1,P03372",ESR1,estrogen receptor 1,gene with protein product
921,p13@ESR1,2099,3467,,ESR1,estrogen receptor 1,gene with protein product
922,p9@ESR1,2099,3467,F6SD09,ESR1,estrogen receptor 1,gene with protein product
923,p17@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
924,p49@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
925,p38@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
926,p25@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
927,p31@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
928,p37@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
929,p30@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
930,p24@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
931,p19@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
932,p26@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
933,p18@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
934,p21@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
935,p7@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
936,p10@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
937,p16@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
938,p8@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
939,p14@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
940,p13@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
941,p11@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
942,p4@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
943,p27@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
944,p28@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
945,p1@SOD2,6648,11180,"P04179,B4E3K9,G5E9P6,F5GXZ9",SOD2,superoxide dismutase 2,gene with protein product
946,p2@SOD2,6648,11180,P04179,SOD2,superoxide dismutase 2,gene with protein product
947,p9@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
948,p5@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
949,p29@SOD2,6648,11180,,SOD2,superoxide dismutase 2,gene with protein product
950,p6@SOD2,6648,11180,F5H4R2,SOD2,superoxide dismutase 2,gene with protein product
951,p3@SOD2,6648,11180,F5GYZ5,SOD2,superoxide dismutase 2,gene with protein product
952,p48@SOD2,6648,11180,F5H3C5,SOD2,superoxide dismutase 2,gene with protein product
953,p50@SOD2,"6648,100129518",11180,,SOD2,superoxide dismutase 2,gene with protein product
954,p1@TNF,7124,11892,"P01375,C1K3N5,Q5STB3",TNF,tumor necrosis factor,gene with protein product
955,p16@TNF,7124,11892,,TNF,tumor necrosis factor,gene with protein product
956,p10@TNF,7124,11892,,TNF,tumor necrosis factor,gene with protein product
957,p7@TNF,7124,11892,,TNF,tumor necrosis factor,gene with protein product
958,p5@TNF,7124,11892,,TNF,tumor necrosis factor,gene with protein product
959,p13@TNF,7124,11892,"B5BUQ6,P01375",TNF,tumor necrosis factor,gene with protein product
960,p14@TNF,7124,11892,"B5BUQ6,P01375",TNF,tumor necrosis factor,gene with protein product
961,p4@TNF,7124,11892,"B5BUQ6,P01375,Q9UBM5",TNF,tumor necrosis factor,gene with protein product
962,p11@TNF,7124,11892,P01375,TNF,tumor necrosis factor,gene with protein product
963,p3@TNF,7124,11892,,TNF,tumor necrosis factor,gene with protein product
964,p2@TNF,7124,11892,,TNF,tumor necrosis factor,gene with protein product
965,p15@TNF,7124,11892,,TNF,tumor necrosis factor,gene with protein product
966,p6@TNF,7124,11892,,TNF,tumor necrosis factor,gene with protein product
967,p9@TNF,7124,11892,,TNF,tumor necrosis factor,gene with protein product
968,p8@TNF,7124,11892,,TNF,tumor necrosis factor,gene with protein product
969,p4@MAPK14,1432,6876,Q16539,MAPK14,mitogen-activated protein kinase 14,gene with protein product
970,p3@MAPK14,1432,6876,Q16539,MAPK14,mitogen-activated protein kinase 14,gene with protein product
971,p2@MAPK14,1432,6876,B4E0K5,MAPK14,mitogen-activated protein kinase 14,gene with protein product
972,p1@MAPK14,1432,6876,,MAPK14,mitogen-activated protein kinase 14,gene with protein product
973,p5@MAPK14,1432,6876,E7EX54,MAPK14,mitogen-activated protein kinase 14,gene with protein product
974,p8@MAPK14,1432,6876,E7EX54,MAPK14,mitogen-activated protein kinase 14,gene with protein product
975,p9@CDKN1A,1026,1784,"P38936,Q6FI05",CDKN1A,cyclin dependent kinase inhibitor 1A,gene with protein product
976,p3@CDKN1A,1026,1784,"P38936,Q6FI05",CDKN1A,cyclin dependent kinase inhibitor 1A,gene with protein product
977,p4@CDKN1A,1026,1784,"P38936,Q6FI05",CDKN1A,cyclin dependent kinase inhibitor 1A,gene with protein product
978,p13@CDKN1A,1026,1784,,CDKN1A,cyclin dependent kinase inhibitor 1A,gene with protein product
979,p14@CDKN1A,1026,1784,"P38936,Q6FI05",CDKN1A,cyclin dependent kinase inhibitor 1A,gene with protein product
980,p1@CDKN1A,1026,1784,"P38936,Q6FI05",CDKN1A,cyclin dependent kinase inhibitor 1A,gene with protein product
981,p2@CDKN1A,1026,1784,,CDKN1A,cyclin dependent kinase inhibitor 1A,gene with protein product
982,p1@VEGFA,7422,12680,"P15692,Q6WZM0",VEGFA,vascular endothelial growth factor A,gene with protein product
983,p2@VEGFA,7422,12680,,VEGFA,vascular endothelial growth factor A,gene with protein product
984,p3@VEGFA,7422,12680,A2A2V4,VEGFA,vascular endothelial growth factor A,gene with protein product
985,p44@VEGFA,7422,12680,A2A2V4,VEGFA,vascular endothelial growth factor A,gene with protein product
986,p13@VEGFA,7422,12680,,VEGFA,vascular endothelial growth factor A,gene with protein product
987,p15@VEGFA,7422,12680,,VEGFA,vascular endothelial growth factor A,gene with protein product
988,p6@VEGFA,7422,12680,,VEGFA,vascular endothelial growth factor A,gene with protein product
989,p4@VEGFA,7422,12680,,VEGFA,vascular endothelial growth factor A,gene with protein product
990,p47@RUNX2,860,10472,,RUNX2,runt related transcription factor 2,gene with protein product
991,p28@RUNX2,860,10472,Q13950,RUNX2,runt related transcription factor 2,gene with protein product
992,p24@RUNX2,860,10472,Q13950,RUNX2,runt related transcription factor 2,gene with protein product
993,p1@RUNX2,860,10472,"Q5T802,Q13950,F6RGB9",RUNX2,runt related transcription factor 2,gene with protein product
994,p13@RUNX2,860,10472,Q13950,RUNX2,runt related transcription factor 2,gene with protein product
995,p53@RUNX2,860,10472,Q13950,RUNX2,runt related transcription factor 2,gene with protein product
996,p34@RUNX2,860,10472,Q13950,RUNX2,runt related transcription factor 2,gene with protein product
997,p52@RUNX2,860,10472,,RUNX2,runt related transcription factor 2,gene with protein product
998,p54@RUNX2,860,10472,,RUNX2,runt related transcription factor 2,gene with protein product
999,p3@RUNX2,860,10472,"Q13950,F8W8U5",RUNX2,runt related transcription factor 2,gene with protein product
1000,p7@RUNX2,860,10472,"Q13950,F8W8U5",RUNX2,runt related transcription factor 2,gene with protein product
1001,p21@RUNX2,860,10472,"Q13950,F8W8U5",RUNX2,runt related transcription factor 2,gene with protein product
1002,p23@RUNX2,860,10472,"Q13950,F8W8U5",RUNX2,runt related transcription factor 2,gene with protein product
1003,p18@RUNX2,860,10472,"Q13950,F8W8U5",RUNX2,runt related transcription factor 2,gene with protein product
1004,p6@RUNX2,860,10472,"Q13950,F8W8U5",RUNX2,runt related transcription factor 2,gene with protein product
1005,p2@RUNX2,860,10472,"Q13950,F8W8U5",RUNX2,runt related transcription factor 2,gene with protein product
1006,p9@RUNX2,860,10472,"Q13950,F8W8U5",RUNX2,runt related transcription factor 2,gene with protein product
1007,p12@RUNX2,860,10472,"Q13950,F8W8U5",RUNX2,runt related transcription factor 2,gene with protein product
1008,p5@RUNX2,860,10472,"Q13950,F8W8U5",RUNX2,runt related transcription factor 2,gene with protein product
1009,p4@RUNX2,860,10472,"Q13950,F8W8U5",RUNX2,runt related transcription factor 2,gene with protein product
1010,p10@RUNX2,860,10472,Q32MY8,RUNX2,runt related transcription factor 2,gene with protein product
1011,p15@RUNX2,860,10472,Q13950,RUNX2,runt related transcription factor 2,gene with protein product
1012,p8@RUNX2,860,10472,Q13950,RUNX2,runt related transcription factor 2,gene with protein product
1013,p55@RUNX2,860,10472,Q13950,RUNX2,runt related transcription factor 2,gene with protein product
1014,p11@RUNX2,860,10472,Q13950,RUNX2,runt related transcription factor 2,gene with protein product
1015,p1@SERPINE1,5054,8583,"P05121,C9J272,F8WD53,B7Z1D9,B7Z4S0",SERPINE1,serpin family E member 1,gene with protein product
1016,p6@SERPINE1,5054,8583,,SERPINE1,serpin family E member 1,gene with protein product
1017,p8@SERPINE1,5054,8583,,SERPINE1,serpin family E member 1,gene with protein product
1018,p3@SERPINE1,5054,8583,,SERPINE1,serpin family E member 1,gene with protein product
1019,p2@SERPINE1,5054,8583,,SERPINE1,serpin family E member 1,gene with protein product
1020,p12@SERPINE1,5054,8583,,SERPINE1,serpin family E member 1,gene with protein product
1021,p13@SERPINE1,5054,8583,P05121,SERPINE1,serpin family E member 1,gene with protein product
1022,p7@SERPINE1,5054,8583,P05121,SERPINE1,serpin family E member 1,gene with protein product
1023,p5@SERPINE1,5054,8583,P05121,SERPINE1,serpin family E member 1,gene with protein product
1024,p4@SERPINE1,5054,8583,P05121,SERPINE1,serpin family E member 1,gene with protein product
1025,p11@SERPINE1,5054,8583,P05121,SERPINE1,serpin family E member 1,gene with protein product
1026,p14@SERPINE1,5054,8583,P05121,SERPINE1,serpin family E member 1,gene with protein product
1027,p9@SERPINE1,5054,8583,P05121,SERPINE1,serpin family E member 1,gene with protein product
1028,p5@GPER,2852,4485,"Q99527,C9J3W2,Q63ZY2",GPER1,G protein-coupled estrogen receptor 1,gene with protein product
1029,p6@GPER,2852,4485,"Q99527,C9J3W2,Q63ZY2",GPER1,G protein-coupled estrogen receptor 1,gene with protein product
1030,p4@GPER,2852,4485,Q99527,GPER1,G protein-coupled estrogen receptor 1,gene with protein product
1031,p2@GPER,2852,4485,Q99527,GPER1,G protein-coupled estrogen receptor 1,gene with protein product
1032,p1@GPER,2852,4485,"Q99527,Q63ZY2",GPER1,G protein-coupled estrogen receptor 1,gene with protein product
1033,p3@GPER,2852,4485,"Q99527,Q63ZY2",GPER1,G protein-coupled estrogen receptor 1,gene with protein product
1034,p7@GPER,2852,4485,F5GZ65,GPER1,G protein-coupled estrogen receptor 1,gene with protein product
1035,p2@CAV1,857,1527,"E9PCT5,F8WDM7,Q2TNI1,Q59E85",CAV1,caveolin 1,gene with protein product
1036,p3@CAV1,857,1527,,CAV1,caveolin 1,gene with protein product
1037,p4@CAV1,857,1527,,CAV1,caveolin 1,gene with protein product
1038,p6@CAV1,857,1527,,CAV1,caveolin 1,gene with protein product
1039,p12@CAV1,857,1527,,CAV1,caveolin 1,gene with protein product
1040,p26@CAV1,857,1527,,CAV1,caveolin 1,gene with protein product
1041,p7@CAV1,857,1527,,CAV1,caveolin 1,gene with protein product
1042,p5@CAV1,857,1527,,CAV1,caveolin 1,gene with protein product
1043,p38@CAV1,857,1527,C9JKI3,CAV1,caveolin 1,gene with protein product
1044,p1@CAV1,857,1527,"A9XTE5,Q2TNI1,Q59E85,Q03135",CAV1,caveolin 1,gene with protein product
1045,p21@CAV1,857,1527,,CAV1,caveolin 1,gene with protein product
1046,p9@CAV1,857,1527,,CAV1,caveolin 1,gene with protein product
1047,p16@CAV1,857,1527,,CAV1,caveolin 1,gene with protein product
1048,p13@CAV1,857,1527,,CAV1,caveolin 1,gene with protein product
1049,p25@CAV1,857,1527,,CAV1,caveolin 1,gene with protein product
1050,p47@CAV1,857,1527,,CAV1,caveolin 1,gene with protein product
1051,p8@CAV1,857,1527,,CAV1,caveolin 1,gene with protein product
1052,p10@CAV1,857,1527,,CAV1,caveolin 1,gene with protein product
1053,p11@CAV1,857,1527,,CAV1,caveolin 1,gene with protein product
1054,p20@CAV1,857,1527,,CAV1,caveolin 1,gene with protein product
1055,p46@CAV1,857,1527,,CAV1,caveolin 1,gene with protein product
1056,p33@MET,4233,7029,C9JVH4,MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product
1057,p7@MET,4233,7029,C9JVH4,MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product
1058,p5@MET,4233,7029,C9JVH4,MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product
1059,p3@MET,4233,7029,C9JVH4,MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product
1060,p2@MET,4233,7029,C9JVH4,MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product
1061,p8@MET,4233,7029,C9JVH4,MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product
1062,p9@MET,4233,7029,C9JVH4,MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product
1063,p6@MET,4233,7029,C9JKM5,MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product
1064,p1@MET,4233,7029,"P08581,C9JKM5,A1L467",MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product
1065,p4@MET,4233,7029,"A1L467,P08581",MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product
1066,p14@MET,4233,7029,"A1L467,P08581",MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product
1067,p11@MET,4233,7029,"A1L467,P08581",MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product
1068,p12@MET,4233,7029,"A1L467,P08581",MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product
1069,p15@MET,4233,7029,"A1L467,P08581",MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product
1070,p13@MET,4233,7029,,MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product
1071,p43@MET,4233,7029,Q59EB3,MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product
1072,p38@MET,4233,7029,Q59EB3,MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product
1073,p10@MET,4233,7029,A0PJF7,MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product
1074,p16@MET,4233,7029,,MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product
1075,p2@LEP,3952,6553,"A4D0Y8,P41159",LEP,leptin,gene with protein product
1076,p1@LEP,3952,6553,"P41159,A4D0Y8",LEP,leptin,gene with protein product
1077,p6@EZH2,2146,3527,Q15910,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit,gene with protein product
1078,p2@EZH2,2146,3527,Q15910,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit,gene with protein product
1079,p1@EZH2,2146,3527,"E9PDH6,Q15910,G3XAL2,B7Z8L6,Q75MQ0",EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit,gene with protein product
1080,p3@EZH2,2146,3527,Q15910,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit,gene with protein product
1081,p2@AHR,196,348,P35869,AHR,aryl hydrocarbon receptor,gene with protein product
1082,p1@AHR,196,348,P35869,AHR,aryl hydrocarbon receptor,gene with protein product
1083,p3@AHR,196,348,,AHR,aryl hydrocarbon receptor,gene with protein product
1084,p4@AHR,196,348,,AHR,aryl hydrocarbon receptor,gene with protein product
1085,p3@TWIST1,7291,12428,,TWIST1,twist family bHLH transcription factor 1,gene with protein product
1086,p7@TWIST1,7291,12428,,TWIST1,twist family bHLH transcription factor 1,gene with protein product
1087,p2@TWIST1,7291,12428,Q15672,TWIST1,twist family bHLH transcription factor 1,gene with protein product
1088,p1@TWIST1,7291,12428,Q15672,TWIST1,twist family bHLH transcription factor 1,gene with protein product
1089,p8@IL6,3569,6018,"P05231,B4DNV3,C9J5B0,B4DVM1,Q75MH2",IL6,interleukin 6,gene with protein product
1090,p1@IL6,3569,6018,B4DNQ5,IL6,interleukin 6,gene with protein product
1091,p4@IL6,3569,6018,,IL6,interleukin 6,gene with protein product
1092,p2@IL6,3569,6018,,IL6,interleukin 6,gene with protein product
1093,p3@IL6,3569,6018,,IL6,interleukin 6,gene with protein product
1094,p11@IL6,3569,6018,,IL6,interleukin 6,gene with protein product
1095,p9@IL6,3569,6018,,IL6,interleukin 6,gene with protein product
1096,p10@IL6,3569,6018,,IL6,interleukin 6,gene with protein product
1097,p7@IL6,3569,6018,,IL6,interleukin 6,gene with protein product
1098,p5@IL6,3569,6018,,IL6,interleukin 6,gene with protein product
1099,p33@IGFBP3,3486,5472,Q71RC0,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1100,p25@IGFBP3,3486,5472,Q71RC0,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1101,p11@IGFBP3,3486,5472,Q71RC0,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1102,p10@IGFBP3,3486,5472,Q71RC0,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1103,p12@IGFBP3,3486,5472,Q71RC0,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1104,p32@IGFBP3,3486,5472,Q71RC0,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1105,p31@IGFBP3,3486,5472,Q71RC0,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1106,p18@IGFBP3,3486,5472,Q71RC0,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1107,p26@IGFBP3,3486,5472,Q71RC0,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1108,p23@IGFBP3,3486,5472,Q71RC0,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1109,p22@IGFBP3,3486,5472,Q71RC0,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1110,p8@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1111,p21@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1112,p9@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1113,p14@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1114,p16@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1115,p19@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1116,p17@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1117,p2@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1118,p7@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1119,p13@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1120,p24@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1121,p4@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1122,p6@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1123,p27@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
1124,p20@IGFBP3,3486,5472,,IGFBP3,insulin like growth factor binding protein 3,gene with protein product
